name,missing_values,mv_percentage,imputer_method,outlier_method,normalization_method,classification_method,knn_neighbors,mlp_activation,mlp_first_layer,mlp_second_layer,mlp_max_iter,mlp_learning_rate,mlp_learning_rate_init,mlp_tol,accuracy,precision,recall,f1
Experimento_logistic_8_5_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.3,1e-05,0.6078925079922014,0.5410816984860348,0.5986150883236248,0.553726618592955
Experimento_logistic_8_5_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.3,1e-05,0.6458744811677515,0.5653801577717635,0.6296161184862114,0.5863098057956877
Experimento_logistic_8_5_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.3,1e-05,0.5937079283285914,0.5194001163910718,0.5863233488725214,0.5364022286986502
Experimento_logistic_8_5_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.3,1e-05,0.6266982686350734,0.5694427788595885,0.6090440544425145,0.5651932274700346
Experimento_logistic_8_5_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.003,1e-05,0.9208722963269859,0.9349564288387342,0.9309050605126531,0.9326107873062627
Experimento_logistic_8_5_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.003,1e-05,0.9199176557791464,0.9340421750051666,0.930142910969819,0.9317587101500214
Experimento_logistic_8_5_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.003,1e-05,0.9210196786719621,0.9345585415452087,0.9299570529503992,0.9319544650015305
Experimento_logistic_8_5_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.003,1e-05,0.919109048909144,0.9321792656222352,0.9290681928521023,0.9303277078990604
Experimento_logistic_8_5_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.003,1e-05,0.9190362748303107,0.9320760341279343,0.9287687562351706,0.9301853484630828
Experimento_logistic_8_5_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.03,1e-05,0.9171988507198108,0.9319675300438078,0.9269877073562476,0.9289474112184444
Experimento_logistic_8_5_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.03,1e-05,0.9156559215658348,0.9312734201756285,0.9249286927961562,0.9272648951222517
Experimento_logistic_8_5_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.03,1e-05,0.9185220010767757,0.9313357909895258,0.9295625892568949,0.9298559178615842
Experimento_logistic_8_5_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.03,1e-05,0.9175653645015703,0.9309089037879985,0.9272317351331815,0.9284530221025141
Experimento_logistic_8_5_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.03,1e-05,0.920798713047869,0.9352659939249242,0.9302215894138739,0.932305555544796
Experimento_logistic_8_5_adaptive_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.3,1e-05,0.6190557495838013,0.554914378420474,0.6059511966876702,0.5645623788297712
Experimento_logistic_8_5_adaptive_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.3,1e-05,0.579602866079511,0.5181632658238073,0.5806554193874376,0.5282064951924845
Experimento_logistic_8_5_adaptive_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.3,1e-05,0.5898942752856208,0.5510389409249751,0.5752902092840727,0.5417986783732437
Experimento_logistic_8_5_adaptive_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.3,1e-05,0.5891539649195494,0.5332944146043086,0.5956613414784476,0.5484895086950423
Experimento_logistic_8_5_adaptive_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,adaptive,0.3,1e-05,0.5933479420957856,0.47833165771309905,0.5711244165908902,0.5081965142625421
Experimento_logistic_8_6_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.003,1e-05,0.9215340063721825,0.9346751127258297,0.932067459504214,0.9331224405777689
Experimento_logistic_8_6_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.003,1e-05,0.9201379740430127,0.9338016858500433,0.9305614936220541,0.9319123594293451
Experimento_logistic_8_6_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.003,1e-05,0.9191827940283179,0.9316235995898102,0.9293177539839956,0.930172648281087
Experimento_logistic_8_6_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.003,1e-05,0.9196241318629624,0.9340256270996367,0.9299603992773562,0.9313591771790792
Experimento_logistic_8_6_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.003,1e-05,0.9188150934194752,0.9321882625011229,0.928822688450923,0.9300930278393919
Experimento_logistic_8_6_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.03,1e-05,0.9199186268194868,0.9329471540120273,0.9304340722907657,0.9311211976167231
Experimento_logistic_8_6_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.03,1e-05,0.9161712203063954,0.9314877136809316,0.9255410313854091,0.9276521580989247
Experimento_logistic_8_6_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.03,1e-05,0.9141871151578318,0.9310806253129691,0.9255856454803751,0.9272258308135916
Experimento_logistic_8_6_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.03,1e-05,0.9178611002318627,0.9326158368162625,0.9268620531311363,0.9287857033084415
Experimento_logistic_8_6_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.03,1e-05,0.9178602910315792,0.9321890872134301,0.9275094891044237,0.929102522326583
